English Sentence,Amharic Sentence
Sea-Air cargo project that is twice as fast as the sea only and twice as cheap as the Air only transportation would massively scale up trade relations between the two countries as well as between the two continents; Africa and Asia; in particular China.,የባህር እና የአየር ካርጎ ጭነት ፕሮጀክት ከባህር ጭነት በሁለት እጥፍ ፈጣን እና ከአ ጭነት በእጥፍ ርካሽ የሆነው የሁለቱን ሀገራት እና የሁለቱን አህጉራት የንግድ ግንኙነቶችን በከፍተኛ ሁኔታ ይጨምራል ። አፍሪካ እና እስያ; በተለይም ቻይና።
The U.S. Agency for International Development (USAID) and Awash Bank have announced a new partnership that will make up to $6.4 million in financing available to microfinance institutions and small- and medium-sized agricultural businesses in Ethiopia.,የዩናይትድ ስቴትስ ዓለም አቀፍ ልማት ኤጀንሲ (ዩኤስኤአይዲ) እና አዋሽ ባንክ አዲስ አጋርነታቸውን አስታውቀዋል በኢትዮጵያ ላሉ የማይክሮ ፋይናንስ ተቋማት እና አነስተኛ እና መካከለኛ የግብርና ቢዝነሶች እስከ 6.4 ሚሊዮን ዶላር የሚደርስ ፋይናንስ ድጋፍም አዘጋጅቷል።
"Under a USAID Development Credit Authority (DCA) agreement, this program will expand commercial bank lending into underserved areas and provide the private capital needed to help farmers and businesses intensify production, and support Ethiopia’s efforts to modernize its agricultural sector.",በዩኤስኤአይዲ ልማት ብድር ባለስልጣን (ዲሲኤ) ስምምነት መሰረት ይህ ፕሮግራም የንግድ ባንኮችን ብድር ወደ ላልተዳረሰባቸው አካባቢዎች በማስፋፋት አርሶ አደሩና ቢዝነሶች ምርቱን እንዲያጠናክሩ ለመርዳት የሚያስፈልገው የግል ካፒታል ያቀርባል እንዲሁም ኢትዮጵያ የግብርናውን ዘርፍ ለማዘመን የምታደርገውን ጥረት ይደግፋል።
Wang Jun for his part said The Chinese Government would provide the necessary support to Ethiopia’s move towards digitized tax collection and tax administration services.,ዋንግ ጁን በበኩላቸው ኢትዮጵያ ወደ ዲጂታል የታክስ አሰባሰብ እና የታክስ አስተዳደር አገልግሎት ለምታደርገው እንቅስቃሴ የቻይና መንግስት አስፈላጊውን ድጋፍ ያደርጋል ብለዋል።
"The Ethiopian delegation is on an official visit to China since December, 16.",የኢትዮጵያ ልዑካን ከታህሳስ 16 ጀምሮ በቻይና ይፋዊ የስራ ጉብኝት እያደረገ ነው።
Shangtex Holding Co. Ltd has signed a lease agreement with the Ethiopian Industrial Parks Development Corporation to invest at Bole Lemmi II Industrial Park.,ሻንግቴክስ ሆልዲንግ ሊሚትድ በቦሌ ለሚ II ኢንዱስትሪያል ፓርክ ኢንቨስት ለማድረግ ከኢትዮጵያ የኢንዱስትሪ ፓርኮች ልማት ኮርፖሬሽን ጋር የሊዝ ስምምነት ተፈራርሟል።
Shangtex is the second largest textile company in China.,ሻንግቴክስ በቻይና ውስጥ ሁለተኛው ትልቁ የጨርቃ ጨርቅ ኩባንያ ነው።
"The agreement was signed here by Lelise Neme, CEO of the Corporation and representative of the Chinese company.",ስምምነቱን የፈረሙት የኮርፖሬሽኑ ዋና ስራ አስፈፃሚ እና የቻይና ኩባንያ ተወካይ ሌሊሴ ነሜ ናቸው።
Ethiopian and Kuwait held discussion on the draft memorandum of understanding (MoU) on the employment of domestic workers.,የኢትዮጵያ አየር መንገድና ኩዌት በቤት ሰራተኞች ቅጥር ላይ የመግባቢያ ሰነድ ረቂቅ ላይ ተወያይተዋል።
"In the discussion held from 21-22 January 2020 at Sheraton Hotel in Kuwait city, the two sides concluded the negotiations with promising progress.",ከጥር 21 እስከ 22 ቀን 2020 በኩዌት ከተማ ሸራተን ሆቴል በተደረገው ውይይት ሁለቱ ወገኖች ተስፋ ሰጪ እንቅስቃሴ በማድረግ ድርድሩን አጠናቀዋል።
"They also agreed to finalise the remaining issues soon, according to the Ministry of Foreign Affairs of Ethiopia (MFA).",ቀሪዎቹን ጉዳዮችም በቅርቡ ለማጠናቀቅ ተስማምተዋል ሲል የኢትዮጵያ ውጭ ጉዳይ ሚኒስቴር (ኤምኤፍኤ) አስታውቋል።
"“Ethiopian is responding to COVID-19 outbreak effectively with extra cargo flights and is shouldering its continental responsibility by shipping masks and testing kits where those supplies are being used in the fight against COVID-19 in Africa,” Tewolde noted.",የኢትዮጵያ አየር መንገድ ለኮቪድ-19 ወረርሽኝ ተጨማሪ የጭነት በረራዎች ውጤታማ በሆነ መንገድ ምላሽ እየሰጠ ሲሆን ጭንብል እና የፍተሻ መሳሪያዎች በአፍሪካ ኮቪድ-19ን ለመዋጋት ጥቅም ላይ የሚውሉበትን አህጉራዊ ኃላፊነቱን እየተወጣ ነው ብለዋል አቶ ተወልደ።
"In March alone, the carrier transported donations made to Africa by the Chinese business mogul Jack Ma in six days for all 54 African countries, the CEO stated, adding that “many African countries were surprised how the airlines distributed the medical equipment in a very short period of time.”",በመጋቢት ወር ብቻ በ6 ቀናት ውስጥ በቻይናው የቢዝነስ ባለቤት ጃክ ማ ለ54 የአፍሪካ ሀገራት ወደ አፍሪካ ያቀረበውን ልገሳ ሲያሳልጡ የነበሩት ዋና ስራ አስፈፃሚው አክለውም “አየር መንገዱ በአጭር ጊዜ የህክምና መሳሪያዎቹን እንዴት እንዳከፋፈሉ ለብዙ የአፍሪካ ሀገራት አስገራሚ ነው ።
US Acting Assistant Secretary for African Affairs Donald Yamamoto said US needs to have a significant contribution for the industrial park development of Ethiopia.,የዩናይትድ ስቴትስ የአፍሪካ ጉዳዮች ተጠባባቂ ረዳት ሚኒስትር ዶናልድ ያማሞቶ ዩናይትድ ስቴትስ ለኢትዮጵያ የኢንዱስትሪ ፓርክ ልማት ከፍተኛ አስተዋፅኦ ማበርከት አለባት ብለዋል።
Secretary Yamamoto made the remark following the discussion with Ethiopia’s Foreign Minister Workneh Gebeyehu in Addis Ababa on Friday.,ፀሃፊ ያማማቶ ይህን ያሉት ከኢትዮጵያ ውጭ ጉዳይ ሚኒስትር ወርቅነህ ገበየሁ ጋር በአዲስ አበባ ያደረጉትን ውይይት ተከትሎ ነው።
"She mentioned the increasing Moroccan investment in Ethiopia since the past two years including investments by Anwar Invest Group and Holmarcom Group, the country’s top investors.",በኢትዮጵያ ካለፉት ሁለት ዓመታት ወዲህ እየጨመረ የመጣውን የሞሮኮ ኢንቨስትመንት አንዋር ኢንቨስት ግሩፕ እና የሀገሪቱ ከፍተኛ ባለሀብቶች የሆኑት ሆማርኮም ግሩፕ ኢንቨስትመንቶችን ጠቅሳለች።
"According to her, the agreement signed between the two countries has helped to improve the tie in the economic sector.",በሁለቱ ሀገራት መካከል የተፈረመው ስምምነት በኢኮኖሚው ዘርፍ ያለውን ግንኙነት ለማሻሻል አስችሏል ነው ያሉት ወይዘሮዋ።
"According to the Hub, apparel continues to dominate East African exports across countries, accounting for 84.4 percent of all AGOA exports during the reported period.",እንደ ሀብ ዘገባ ከሆነ አልባሳት በምስራቅ አፍሪካ ወደ ውጭ የሚላኩ ምርቶች በሪፖርቱ ወቅት 84.4 በመቶውን ይሸፍናሉ ።
East African countries have made sustained efforts to take advantage of their AGOA eligibility in recent years.,የምስራቅ አፍሪካ ሀገራት ባለፉት አመታት የአጎዋ ብቁነታቸውን ለመጠቀም ያልተቋረጠ ጥረት አድርገዋል።
The Ethiopian Petroleum Supply Enterprise (EPSE) is the sole government body for the importation of petroleum products while the Ministry of Trade sets retail petroleum prices upon the recommendations of the enterprise.,የኢትዮጵያ ነዳጅ አቅርቦት ኢንተርፕራይዝ (ኢ ፒ ኤስ ኢ) የፔትሮሊየም ምርቶችን ወደ አገር ውስጥ ለማስገባት ብቸኛ የመንግስት አካል ሲሆን የንግድ ሚኒስቴር ደግሞ በኢንተርፕራይዙ ምክር መሰረት የችርቻሮ ፔትሮሊየም ዋጋ ያወጣል።
The public is complaining that the government did not make appropriate price reduction whilst the nose diving global price of oil.,ህዝቡ ዓለም አቀፍ የነዳጅ ዋጋ ቢያሽቆለቁልም መንግስት ተገቢውን የዋጋ ቅነሳ አላደረገም በማለት እያማረረ ነው።
The story of the EPRDF-led developmental state is rather short; yet it is highly eventful.,በኢ ፒ አር ዲ ኤፍ የሚመራው የዕድገት ሁኔታ በጣም አጭር ነው፤ ሆኖም ክስተት የበዛበት ነው።
"For one, it is one of the few states in the world where perplexities of a rosy economic prospect and tainted democratic and human rights track record has co-integrated for more than 15 years. The shorter version of this story goes like this.",አንደም የኢኮኖሚ ዕድገት ተስፋ እና የተበከለ የዴሞክራሲና የሰብአዊ መብት ታሪክ ከ15 ዓመታት በላይ በጋራ ተዋሃዶ ከኖረበት ጥቂት የአለማችን ከተማ አንዷ ናት። የዚህ ታሪክ አጠር ያለ ትርጉም እንዲህ ነው ።
The report also concludes that the fact that the authority of federal prosecution is vested on the Ministry of Justice which combines judicial and executive powers is a serious problem.,ሪፖርቱ የፌደራል ፍርድ ቤት ስልጣን የፍትህና አስፈፃሚ ሀይልን አጣምሮ የያዘው ፍትህ ሚኒስቴር ላይ ማረፉ ከባድ ችግር መሆኑን ደምድሟል።
The study also highlights the negative impacts of other government offices also having prosecutorial authority.,ጥናቱ ሌሎች የመንግሥት ቢሮዎች ያላቸው የአቃቤ ሕግ ስልጣን ያሳደረውን አሉታዊ ተፅዕኖ ጎላ አድርጎም አሳይቷል።
"“The fragmentation of public prosecution weakens the institution, especially as different prosecution authorities are accountable to different ministries. This may be detrimental to the independence of the Public Prosecution Service,” it states.",የህዝብ አቃቤ ህግ ለብዙ መከፋፈል በተለይ ደግሞ የተለያዩ የአቃቤ ህግ ባለስልጣናት ለተለያዩ ሚኒስቴር ተጠያቂ መሆናቸው ተቋሙን ያዳክማል። ይህ ለሕዝብ አቃቤ ሕግ አገልግሎት ነፃነትን ሊጎዳ ይችላል ይላል።
"In an unprecedented move, Members of Parliaments (MPs), the 100 percent Ethiopian Peoples’ Revolutionary Democratic Front (EPRDF) and affiliates controlled Ethiopian Parliament, demanded to ascertain the country's external debt repayment capacity, before ratifying new concessional loan agreements recently entered into with the Government of China.",ባልተጠበቀ ሁኔታ የፓርላማ አባላት (ኤም ፒስ)፣ 100 በመቶ የኢትዮጵያ ሕዝቦች አብዮታዊ ዴሞክራሲያዊ ግንባር (ኢህአዴግ) እና በኢትዮጵያ ፓርላማ ቁጥጥር ሥር ያሉ ድርጅቶች በቅርቡ ከቻይና መንግሥት ጋር የገቡትን አዲስ የውል ብድር ስምምነቶች ከመፅደቁ በፊት የአገሪቱን የውጭ ዕዳ የመክፈል አቅም እንዲረጋገጥ ጠይቀዋል።
"The loan agreements in question are signed recently with the Chinese Export-Import (EXIM) Bank, which agreed to avail an aggregate outlay of USD 332.7 million for a highway road construction and power transmission projects envisaged to relieve the traffic congestions as well the fluctuating electric power supply in parts of Addis Ababa.",ጥያቄ ውስጥ ያሉት የብድር ስምምነቶች የአዲስ አበባን የትራፊክ መጨናነቅ እንዲሁም በአዲስ አበባ አንዳንድ አካባቢዎች የሚቆራረጠውን የኤሌክትሪክ ሃይል አቅርቦት ለመቅረፍ ለታሰበው የአውራ ጎዳና መንገድ ግንባታና የኃይል ማስተላለፊያ ፕሮጀክቶች 332.7 ሚልዮን ዶላር ለመስጠት ከተስማማው የቻይና ኤክስፖርት-ኢምፖርት (ኤክስ አይ ኤም) ባንክ ጋር በቅርቡ ተፈርሟል።
"“The people of the two regions recently sat down and agreed to resolve their problems peacefully. The rent seekers have also been identified by the two regions, and were relieved of their position,” he added.",የሁለቱ ክልል ህዝቦች በቅርቡ ቁጭ ብለው ችግራቸዉን በሰላማዊ መንገድ ለመፍታት ተስማምተዋል። የቤት ኪራይ ጠያቂዎቹም በሁለቱ ክልሎች ተለይተው ከቦታቸው ተነስተዋል። ሲል አክሏል።
"The PM told the house that the federal government has also identified the ringleaders, and vowed to bring them to justice.",ጠ/ሚ ለጽህፈት ቤቱ እንደገለፀው የፌደራል መንግስት የቡድኑን መሪዎች ለይቶ በማወቅም ለፍርድ ለማቅረብ ቃል ገብቷል።
Prime Minister Abiy Ahmed (PhD) met and discussed with members and leaders of opposition political parties who have returned home and those who are conducting their political activities in the country following the call by the PM during his inaugural speech back in April.,ጠቅላይ ሚኒስትር አብይ አህመድ (ፒ ኤች ዲ) ወደ አገራቸው ከተመለሱ የተቃዋሚ ፖለቲካ ፓርቲ አባላትና አመራሮች እና ጠ/ሚ ባለፈው ሚያዝያ በምርቃት ንግግሩ ያደረጉትን ጥሪ ተከትሎ በሀገሪቱ የፖለቲካ እንቅስቃሴያቸውን እያካሄዱ ካሉ ጋር ተገናኝተው ተወያይተዋል።
The discussion between the PM and the leaders of different political parties was held on Tuesday at the PM’s office; the two sides discussing various issues with the PM presenting a three-stage plan.,በጠ/ሚ እና በተለያዩ የፖለቲካ ፓርቲ መሪዎች መካከል የተደረገው ውይይት ማክሰኞ በጠ/ሚ ጽሕፈት ቤት ሲካሄድ ሁለቱ ወገኖች ከጠ/ሚ ጋር በተለያዩ ጉዳዮች ላይ የሦስት ደረጃ ዕቅድ አቅርበዋል።
"The historic deal was signed by Mohamed HamdanDaglo, deputy chief of the military council, and opposition leader, Ahmed al-Rabie, in Khartoum, Sudan.",ታሪካዊው ስምምነት የተፈራረሙት የወታደራዊ ምክር ቤቱ ምክትል አዛዥ መሀመድ ሃምዳንዳግሎ እና የተቃዋሚው መሪ አህመድ አል ራቢ በሱዳን ካርቱም ነው።
"The signing ceremony was witnessed by PM Abiy, SalvaKiir, President of South Sudan and other Heads of States from neighboring countries.",የፊርማ ስነ ስርዓቱን ጠ/ሚ አብይ፣ የደቡብ ሱዳን ፕሬዝዳንት ሳልቫኪር፣ እና ሌሎች የጎረቤት ሀገራት መሪዎች ታድመዋል።
"Soleyana Shemeles, the Communications Advisor to the NEBE, told The Reporter that “the NEBE designed all materials to be printed in five languages including Amharic, Amharic/Oromiffa, Amharic/Tigrigna, Amharic/Afar, and Amharic/Somali.”","የኤን ኢ ቢ ኢ ኮሙኒኬሽን አማካሪ ሶሊያና ሽመልስ ለሪፖርተር እንደገለፀችው "" ኤን ኢ ቢ ኢ ሁሉንም ቁሳቁሶች በአማርኛ፣ አማርኛ/ኦሮሚፋ፣ አማርኛ/ትግረኛ፣ አማርኛ /አፋር እና አማርኛ/ ሶማሊን ጨምሮ በአምስት ቋንቋዎች እንዲታተሙ ነው የነደፈው።"""
"The main materials being procured internationally, according to Soleyana, are voter registration book (voter list books), voter cards book, and plastic boxes with seals, to be used in the transport of materials to a secured storage facility at polling stations for overnight stays, voter registration forms, and voter registration stationary kits.",ሶሊያና እንደምትለው ከሆነ በዓለም አቀፍ ደረጃ እየተሰጣቸው ያሉት ዋና ዋና ቁሳቁሶች በምርጫ ጣቢያዎች ለአዳር ቆይታ፣ የመራጮች ምዝገባ ቅጾች እና የመራጮች ምዝገባ ዕቃዎች ወደ አስተማማኝ ማከማቻ ቦታ ለማጓጓዝ የሚያገለግሉ የድምፅ ሰጪ መዝገብ መፅሀፍ (የድምፅ ዝርዝር መፅሕፍት)፣ የድምፅ መስጫ ካርድ መፅሀፍና ማህተሞች ያሏቸው የፕላስቲክ ሳጥኖች ናቸው።
The closed sixth year fifth ordinary session also saw lawmakers approve the Defense Forces Amendment Proclamation.,የተዘጋው የስድስተኛው ዓመት አምስተኛ ተራ ስብሰባም ሕግ አውጪዎች የመከላከያ ሰራዊት ማሻሻያ አዋጁን ሲያፀድቁም አይቷል።
The House of Peoples Representatives has approved the state of emergency that was referred to it by the Council of Ministers.,የህዝብ ተወካዮች ምክር ቤት በሚኒስትሮች ምክር ቤት የተላከለትን የአስቸኳይ ጊዜ አዋጅ አፅድቋል።
"Ethiopia has done much in protecting biodiversity after the signing of the Rio Agreement in 1992, according to Ethiopian Biodiversity Institute.",ኢትዮጵያ በ1992 የሪዮ ስምምነት ከተፈራረመች በኋላ በብዝሀ ህይወት ጥበቃ ላይ ብዙ ሰርታለች ሲል የኢትዮጵያ ብዝሃ ህይወት ኢንስቲትዩት አስታወቀ።
The institute has been diversifying efforts to improve the ecological system and conserving biodiversity during the period.,ኢንስቲትዩቱ በጊዜው የስነ-ምህዳር ስርዓትን ለማሻሻል እና ብዝሃ ህይወትን ለመጠበቅ የተለያዩ ጥረቶችን ሞክሯል።
UNDP Country director Louise Chamberlain said on her part that the goal of the plan can only be achieved with strong involvement of the people of Ethiopia and government leaders at all levels and across the country through strong partnerships.,የዩኤንዲፒ የሀገር ውስጥ ዳይሬክተር ሉዊዝ ቻምበርሊን በበኩላቸው ዕቅዱ ግብ ሊሆን የሚችለው የኢትዮጵያ ህዝብ እና በየደረጃው እና በመላ ሀገሪቱ የሚገኙ የመንግስት አመራሮች በጠንካራ አጋርነት ከፍተኛ ተሳትፎ ሲያገኝ ብቻ ነው ብለዋል።
The NFSDP will ensure an increase in Ethiopia`s forest coverage to 20 percent in 2020 and 30 percent in 2025 and make forest a core sector in economic structural reforms.,ነፈሰደፒ የኢትዮጵያን የደን ሽፋን በ2020 ወደ 20 በመቶ እና በ2025 ወደ 30 በመቶ ለማሳደግ እና ደን በኢኮኖሚ መዋቅራዊ ማሻሻያ ዋና ዘርፍ ያደርገዋል።
"Oromia Environment, Forest and Climate Change Authority Deputy Director-General, Bona Yadessa said the authority will take corrective measures against the companies in the region which failed to implement the federal requirements.",የኦሮሚያ አካባቢ፣ ደንና አየር ንብረት ለውጥ ባለስልጣን ምክትል ዋና ዳይሬክተር አቶ ቦና ያዴሳ እንዳሉት የፌደራል መስፈርቶችን ተግባራዊ ባላደረጉ ኩባንያዎች ላይ ባለስልጣኑ የማስተካከያ እርምጃ ይወስዳል።
"In this regard, the region will not only penalize companies but award gold, silver and bronze to the companies that respected the code of conduct and realize chemical and wastage usage as well as labor protection.",በዚህ ረገድ ክልሉ ኩባንያዎችን ከመቅጣት ባለፈ የሥነ ምግባር ደንቡን አክብረው የኬሚካል ብክነት አጠቃቀምን እንዲሁም የሰው ኃይል ጥበቃን ለተገነዘቡ ኩባንያዎች ወርቅ፣ ብርና ነሐስ ይሸልማል።
"The public parks that will be developed through this project will have lanes dedicated for bicycle riders, pure water and solar energy supply and recreational areas.",በዚህ ፕሮጀክት የሚለሙት የህዝብ ፓርኮች ለብስክሌት ነጂዎች፣ ለንፁህ ውሃ እና ለፀሀይ ሃይል አቅርቦት እና ለመዝናኛ ስፍራዎች የተነደፉ መስመሮች ይኖሯቸዋል።
"The project is expected to be completed within three years, and create job opportunities for lots of people of the city.",ፕሮጀክቱ በሶስት አመት ጊዜ ውስጥ ይጠናቀቃል ተብሎ የሚጠበቅ ሲሆን ለብዙ የከተማዋ ነዋሪዎች የስራ እድል ይፈጥራል ተብሏል።
Factories causing environmental pollution in Oromia Regional State were urged to promptly mend their ways and operate as per the set standards.,በኦሮሚያ ክልል የአካባቢ ብክለትን የሚፈጥሩ ፋብሪካዎች አሰራራቸውን በፍጥነት አስተካክለው በተቀመጠላቸው ደረጃ እንዲሰሩ አሳሰቡ።
Officials of the region who visited factories in good standing conducted a half-day discussion with factories in the region on issues of environment protection today.,በጥሩ ሁኔታ ያሉ ፋብሪካዎችን የጎበኙት የክልሉ የስራ ኃላፊዎች በክልሉ ከሚገኙ ፋብሪካዎች ጋር በአካባቢ ጥበቃ ጉዳዮች ላይ የግማሽ ቀን ውይይት አካሂደዋል።
"“It will not create a problem on crops in Ethiopia for now,” the state minister noted, adding that “The dispersed locusts in Tigray region will go to the coast of the Red Sea for breeding; and the other swarms of locusts dispersed in Afar and central parts of the country will go to the coasts of Somalia.”","በአሁኑ ጊዜ በኢትዮጵያ በሰብል ላይ ችግር አይፈጥርም ያሉት ሚኒስትር ዴኤታው ""በትግራይ ክልል የተበተኑ አንበጣዎች ለመራባት ወደ ቀይ ባህር ዳርቻ ይሄዳሉ። እና ሌሎች በአፋር እና በመካከለኛው የሀገሪቱ ክፍሎች የተበተኑት የአንበጣ መንጋዎች ወደ ሶማሊያ የባህር ዳርቻዎች ይሄዳሉ።"
"However, the state minister pointed out that it will return back in Belg season.",ይሁን እንጂ ሚኒስትር ዴኤታው በበልግ ወቅት ተመልሶ እንደሚመጣ ጠቁመዋል።
"Trade and Industry State Minister, Yohannes Dinkayehu stated that deposited chemicals can be identified through the registry system and the government will dispose of or find way to reuse the chemicals.",የንግድና ኢንዱስትሪ ሚኒስትር ዴኤታ አቶ ዮሐንስ ድንቃየሁ እንዳሉት፣ የተቀማጩ ኬሚካሎችን በመዝገብ መለየት እንደሚቻልና መንግሥት ኬሚካሎችን ማስወገድ ወይም እንደገና ጥቅም ላይ የሚውልበትን መንገድ እንደሚያመቻች ገልጸዋል።
He noted that the current industrial chemical use in Ethiopia needs strong administration system to know how to use or how to dispose chemicals.,በአሁኑ ወቅት በኢትዮጵያ ያለው የኢንደስትሪ ኬሚካል አጠቃቀም ኬሚካሎችን እንዴት መጠቀም እና ማስወገድ እንደሚቻል ለማወቅ ጠንካራ የአስተዳደር ስርዓት እንደሚያስፈልገው ጠቁመዋል።
Tigray Interim Administration Agriculture and Rural Development Bureau disclosed that 10 million tree seedlings are readied to be planted in the region this rainy season.,በዘንድሮው ክረምት 10 ሚሊዮን ችግኝ ለመትከል መዘጋጀቱን የትግራይ ጊዜያዊ አስተዳደር ግብርናና ገጠር ልማት ቢሮ አስታወቀ።
Bureau Natural Resources Development and Safety Net Sector Coordinator Desta Gebreselassie told ENA that tree planting holes are being prepared at various nurseries.,የቢሮው የተፈጥሮ ሃብት ልማትና ሴፍቲኔት ዘርፍ አስተባባሪ አቶ ደስታ ገብረስላሴ ለኢዜአ እንደገለጹት በተለያዩ ችግኝ ጣቢያዎች የችግኝ ተከላ ጉድጓዶች እየተዘጋጁ ነው።
"Prime Minister Abiy Ahmed called on the people of Ethiopia to duplicate the milestones achieved in the planning and implementation of the annual green legacy initiative in various sectors, facilitating Ethiopia’s inevitable prosperity.",ጠቅላይ ሚኒስትር አብይ አህመድ የኢትዮጵያን ብልፅግና በመምራት ዓመታዊ አረንጓዴ ሌጋሲ በተለያዩ ዘርፎች በማቀድና በመተግበር የተመዘገቡትን ድሎች እንዲደግሙ ጠይቀዋል።
The 2021 Green Legacy edition was officially closed in Adama today in the presence the Prime Minister and other senior government officials.,የ2021 አረንጓዴ ሌጋሲ እትም ጠቅላይ ሚኒስትሩ እና ሌሎች ከፍተኛ የመንግስት ባለስልጣናት በተገኙበት በአዳማ በይፋ ተዘግቷል።
"Heavy to very heavy rainfall (top 10-5% on record) is expected in western Oromia (Western and Eastern Welega and Illubabor) and southern Benishangul Gumu in Ethiopia, and localized areas of central and south-western Sudan.",በምዕራብ ኦሮሚያ (በምእራብ እና ምስራቅ ወለጋ እና ኢሉባቦር) እና በደቡብ ቤንሻንጉል ጉሙዝ በኢትዮጵያ እና በመካከለኛው እና በደቡብ ምዕራብ ሱዳን በሚገኙ አከባቢዎች ከከባድ እስከ በጣም ከባድ ዝናብ (ከ10-5 በመቶ ከፍተኛ መጠን ያለው) ዝናብ ይጠበቃል።
"Moderate rainfall between 50 – 100 mm is expected in the Darfur region in Sudan; western and northern regions of South Sudan, central and western Ethiopia, and a few areas in central Uganda and western Kenya.",በሱዳን፣ በደቡብ ሱዳን ምዕራባዊ እና ሰሜናዊ ክልሎች፣ መካከለኛው እና ምዕራብ ኢትዮጵያ፣ እና በማዕከላዊ ኡጋንዳ እና በምዕራብ ኬንያ ጥቂት አካባቢዎች ላይ ከ50 - 100 ሚሜ መካከል መካከለኛ ዝናብ ይጠበቃል።
Federal Government Procurement and Property Administration Agency announced that it has finalized preparations to start electronics procurement system technology (e-GP).,የፌዴራል መንግሥት ግዥና ንብረት አስተዳደር ኤጀንሲ የኤሌክትሮኒክስ ግዥ ሥርዓት ቴክኖሎጂ (ኢ-ጂፒ) ለመጀመር ዝግጅቱን ማጠናቀቁን አስታወቀ።
"In an Exclusive interview with ENA Acting General- Director of the Agency, Jonse Gedefa said that the agency has been running the e-GP technology system project that would help to clear the government procurement activities from human error and misappropriation.",ከኢዜአ ጋር ባደረጉት ልዩ ቃለ ምልልስ የኤጀንሲው ተጠባባቂ ዋና ዳይሬክተር አቶ ጆንሴ ገደፋ ኤጀንሲው የመንግስትን የግዥ ተግባራት ከሰዎች ስህተትና ምዝበራ ለማፅዳት የሚረዳውን የኢ-ጂፒ ቴክኖሎጂ ስርዓት ፕሮጀክት ሲሰራ ቆይቷል።
This robot is currently available in Ethiopia for ICT Week sponsored by Ethio-Telecom.,ይህ ሮቦት በአሁኑ ጊዜ በኢትዮ ቴሌኮም ድጋፍ ለሚደረግ የአይሲቲ ሳምንት በኢትዮጵያ ይገኛል።
"Designed by Hong Kong firm Hanson Robotics, Sophia has been programmed to speak Amharic, Ethiopia’s official language.",በሆንግ ኮንግ ኩባንያ ሃንሰን ሮቦቲክስ የተነደፈችው ሶፊያ፣ የኢትዮጵያ ይፋዊ ቋንቋ የሆነውን አማርኛ እንድትናገር ፕሮግራም ተደርጋለች።
India is committed to further deepen its partnership with Ethiopia to support its development with innovation and technology.,ህንድ ያላትን አጋርነት ይበልጥ በማጠናከር የኢትዮጵያን እድገት በፈጠራና በቴክኖሎጂ ለመደገፍ ቁርጠኛ ነች።
"The exhibition at the headquarters of Ministry of Innovation and Technology will remain open until December 14, 2019.",በኢኖቬሽን እና ቴክኖሎጂ ሚኒስቴር ዋና መስሪያ ቤት ያለው ኤግዚቢሽን እስከ ታህሳስ 14 ቀን 2019 ክፍት ሆኖ ይቆያል።
The MoU was signed at the Ethiopia and China Industrial Matchmaking Conference held in Addis Ababa.,የመግባቢያ ሰነዱ የተፈረመው በአዲስ አበባ በተካሄደው የኢትዮጵያ እና የቻይና የኢንዱስትሪ ተዛማጅ ኮንፈረንስ ላይ ነው።
"At the conference, Trade and Industry State Minister Teka Gebreyesus said Ethiopia and China have good historical foundation to bring the current industrial cooperation into higher level.",በኮንፈረንሱ ላይ የንግድና ኢንዱስትሪ ሚኒስትር ዴኤታ አቶ ተካ ገብረየሱስ እንዳሉት ኢትዮጵያ እና ቻይና አሁን ያለውን የኢንዱስትሪ ትብብር ወደ ላቀ ደረጃ ለማድረስ ጥሩ ታሪካዊ መሰረት አላቸው።
"He is expected to meet with Ethiopia’s ‘Tech Queen’ Betlhem Dessie, Project Manager at ‘ICog’, a tech firm dedicated to advancing the frontier of artificial intelligence research and application quality products to customer based in Addis Ababa, Ethiopia.",በአዲስ አበባ ኢትዮጵያ የሚገኘውን የአርቴፊሻል ኢንተለጀንስ ምርምርና አፕሊኬሽን ጥራት ያላቸውን ምርቶች ወደፊት ለማራመድ ቁርጠኛ ከሆነው የአይኮግ ኩባንያ የፕሮጀክት ስራ አስኪያጅ የኢትዮጵያ 'ቴክ ንግስት' ቤተልሄም ደሴ ጋር ይገናኛሉ ተብሎ ይጠበቃል።
"He will also meet with Noel Daniel, who is a cofounder at Africa ‘Tech Next’, a global series of panel events on African tech entrepreneurship and market opportunities in the continent’s unfolding digital revolution.",በተጨማሪም በአፍሪካ ቴክኖሎጂ ቀጣይነት ያለው ዓለም አቀፋዊ የፓናል ዝግጅቶች በአፍሪካ የቴክኖሎጂ ስራ ፈጣሪነት እና በአህጉሪቱ የዲጂታል አብዮት ውስጥ የገበያ እድሎችን ከሚያመቻቸው ቴክ ኔክስት አንዱ መስራች ከሆኑት ኖኤል ዳንኤል ጋር ይገናኛሉ።
Ethiopians on Sunday morning witnessed the solar eclipse after the moon is moving between the sun and the earth obscuring the planet Earth.,ኢትዮጵያውያን እሁድ ጠዋት ጨረቃ በፀሐይ እና በምድር መካከል በመሆን ምድር ፕላኔትን ከሸፈነች በኋላ ያለውን የፀሐይ ግርዶሽ አይተዋል።
